RESPONSES,LEVEL KOMPETENSI
"Integritas; Seringkali dalam menjalankan pekerjaan yang menuntut penyelesaian dengan segera dan tertib yang menuntut dilaksanakan di luar jam kerja dan hal ini terkadang berbenturan dengan adanya kepentingan pribadi atau keluarga yang secara bersamaan harus diselesaikan. Dalam kondisi tersebut awalnya selalu muncul pilihan pilihan yang mana yang harus dikerjakan terlebih dahulu. Dalam hal ini, saya selalu melihat urgensi dari pilihan tersebut dengan mengambil beberapa langkah langkah bilamana saya memilih suatu pekerjaan dengan tanpa mengesampingkan kepentingan yang lain. Sebagai contoh bilamana ada pekerjaan yang menuntut segera dilaksanakan karena bilamana tidak, akan mengganggu terhadap pelayanan kepada pimpinan maupun ke masyarakat dan secara bersamaan saya ada kepentingan keluarga, maka hal hal yang saya lakukan adalah     Mendahulukan kepentingan dinas untuk pelayanan kepada masyarakat dengan memberikan pengertian kepada keluarga untuk memaklumi keadaan pekerjaan yang saya lakukan demi kepentingan orang yang lebih banyak     Apabila kepentingan keluarga menuntut harus diperhatikan, maka saya akan meyakinkan dan memberikan delegasi untuk mewakili melaksanakan kegiatan dinas tersebut dengan tetap memonitor pelaksanaan dan hasilnya. ",3
"Integritas; Dalam organisasi bahwa kepatuhan terhadap norma dan aturan selalu ada yang belum dipahami dan di jalankan oleh rekan kerja. Untuk kepatuhan terhadap aturan relatif bisa diingatkan untuk kembali dipatuhi bersama bahwa kita selaku pemerintah dan pelayan masyarakat dalam melaksanakan pekerjaan tidak terlepas dari aturan aturan yang sudah jelas dalam mengarahkan dan sebagai pedoman dalam setiap pelaksanan pekerjaan, sebagai contoh bahwa perlunya pemahaman tentang pekerjaan perencanaan, monitoring dan evaluasi yang harus dilakukan oleh semua unit kerja untuk melihat pelaksanaan tugas sudah sejalan dengan aturan yang berlaku. Untuk penerapan norma terkadang perlu ekstra karena menurut saya terkait norma akan bergantung kepada karakter individu yang terkadang sulit untuk di tebak dalam beberapa situasi kondisi. Hal ini menuntut untuk selalu memberikan pemahaman baik melalui secara pertemuan umum maupun kepada individu nya agar semua rekan kerja dan diri sendiri yakin bahwa dengan menjalankan aturan dan norma yang ada akan membuat organisasi selalu dapat menjalankan semua pekerjaan dengan baik dan terhindar dari hal hal yang akan merugikan organisasi dan individu itu sendiri.",3
"Integritas; Untuk menghadapi konflik antara pribadi dan pekerjaan, kita harus memiliki keseimbangan antara pekerjaan dan kehidupan luar sehingga kita tetap sehat secara fisik, emosional, dan mental. Resiko pekerjaan sering kali berbenturan dengan kepentingan pribadi utamanya waktu untuk keluarga. Yang saya lakukan saya akan mengerjakan semua pekerjaan kantor sebaik baiknya pada saat jam kerja. Saat berada di rumah saya akan meninggalkan ponsel dan tidak menyentuhnya selama berjam jam memanfaatkan waktu bersama keluarga dan apabila ada pekerjaan yang harus dikerjakan di rumah akan dilakukan setelah saya meluangkan waktu sejenak untuk bersantai atau bercengkrama dengan keluarga.",1
Integritas; Pernah. Perbedaan kepribadiajn dari masing masing karyawan sangat berpengaruh terhadap kinerja suatu organisasi yang dilakukan sebagai seorang pemimpin adalah memahami karakter masing masing karyawan serta memahami kekurangan dan kelebihannya sehingga kita bisa menggerakkan seluruh sumber daya yang ada untuk mencapai tujuan organisasi.,1
Integritas;  ketika saya harus mengantarkan orang tua yang sakit mendadak saat jam pekerjaan  saya harus memberitahukan kepada atasan dan bawahan saya sekaligus meminta ijin untuk mengantarkan orang tua ke instansi kesehatan  membagi tugas habis pekerjaan kepada bawahan dan setelah tuntas supaya melaporkan hasilnya kepada saya untuk di laporkan kembali kepada atasan saya.,2
"Integritas;  bahwa setiap pegawai berdasarkan aturan disiplin asn diwajibkan melaksanakan apel pagi maupun apel siang sore, akan tetapi belum semua pegawai melaksanakan aturan kewajiban tersebut dengan berbagai macam alasan  ijin, sakit, tugas luar, dan lain lain   setiap pegawai baik rekan sejawat maupun bawahan, dalam melaksanakan apel pagi maupun apel siang sore diadakan pengabsenan dan di tanyakan alasan ketidakhadiran serta di buatkan daftarnya secara tertulis sebagai bahan evaluasi harian untuk di laporkan kepada pimpinan.",2
"Integritas; Biasanya yang akan saya lakukan adalah membuat pertimbangan sisi normatif dan hukum dari stuasi tersebut. Kemudian, saya akan ambil keputusan dari resiko terkecil berdasarkan pertimbangan hukum dan normatif suatu masalah.",2
"Integritas; Pernah, pada saat pemenuhan standar pelayanan publik pada suatu unit kerja. Kemudian, pada saat itu saya perintahkan kepada staf saya untuk melakukan pemenuhan standar pelayanan publik sebagaimana yang diatur dalam peraturan perundang undangan.",2
"Integritas; Pandangan pertama adalah tingkat urgensi dari kepentingan itu sendiri, kalau bisa ditimbang mana takaran yang lebih berat, pribadi atau pekerjaan  Hari selasa 24 Juli 2007 mungkin salah satu  konflik  yang pernah dialami, saat itu menjabat sebagai Kasi Pemberdayaan Masyarakat dan Desa di Kecamatan Mangunjaya  sekarang menjadi salah satu kecamatan di Kabupaten Pangandaran . Saya lagi memimpin rapat untuk pengajuan bantuan sosial di Desa Jangraga saat mendapat kabar melalui sms  belum menjamur medsos pada waktu itu  bahwa istri sudah di rumah orang tuanya  dirasa  siap melahirkan anak pertama kami, cemas iya tegang tidak terlalu karena istri saya sendiri masih bisa tenang naik angkutan umum ke Panumbangan yang berjarak kurang lebih 30 km dari rumah kami. Poin poin rapat dipercepat minta izin ke atasan  Camat  dan malam hari saya sudah sampai di klinik tempat istri melahirkan anak pertama kami, my boy NMS.  Masih saat bertugas di Mangunjaya, waktu itu sedang persiapan pembagian bantuan alat  alat sekolah bagi anak didik yang dinilai kurang beruntung, dapat kabar beberapa rumah  warga di pinggir Sungai Citanduy terkena musibah longsor, ceritanya waktu itu saya menjabat sebagai Presidan Rukun Tetangga  Ketua RT , dalam kondisi ini melihat urgensi pekerjaan tidak terlalu membutuhkan kehadiran saya karena bisa ditangani staf, memberi tahu ke atasan kondisi yang terjadi dan tanpa menunggu lebih lama langsung meluncur untuk mengetahui kondisi warga tercinta yang terkena musibah longsor.  Intinya menimbang urgensi dan tetap tenang menentukan prioritas.",2
"Integritas; Pernah dan mungkin serta kemungkinannya masih berlangsung, pembuatan dokumen kependudukan tidak dipungut biaya alias gratis. Hal ini sudah sering ditekankan kepada rekan rekan kerja yang bersentuhan langsung dengan penduduk, kebetulan juga saya jadi ketua tim pengaduan, gratis dan tidak boleh meminta atau menerima pemberian dalam bentuk apapun dari penduduk pemohon serta hindari melayani  fasilitator   isitilah halus kami untuk calo , namun sampai sekarang masih ada dan dapat dipastikan lebih dari satu dua rekan kami yang sering berususan dengan fasilitator diakhiri dengan gratifikasi dengan nominal sekian atau  gratis dikasih  berupa barang walau dari sisi nilai tidak terlalu berharga malah lebih membahayakan kesehatan. Berkaca dari pengalaman anak anak kami kena OTT, maka selalu ditekankan kepada rekan kami untuk menghindari mematok rupiah, menerima pemberian serta jangan melayani fasilitator, dinas tidak akan lagi  membantu  kalau suatu hari terjadi lagi peristiwa OTT.",2
"Integritas; Pada saat kami harus melakukan pelayanan ke masyarakat di Hari Saptu, dan jadwal kegiatan pelayanan sudah ditentukan sebelumnya, tetapi  dalam waktu yang bersamaan saya harus menghadiri undangan  rapat orang tua murid dari sekolah , suami tidak bisa menghadiri. Yang saya lakukan pada saat itu membagi tugas dengan anak yang pertama , saya berangkat ke tempat pelayanan , Kakanya mewakili orang tua ke pertemuan sekolah  adiknya  dan sebelumnya saya memberikan pengertian kepada si bungsu, karena ibu ada tugas yang sudah dijadwalkan jadi tidak bisa meninggalkan tugas kantor ",3
"Integritas; Pernah, terjadi ketika ada Pegawai yang berada di lingkungan sekretariat   bawahan langsung melakukan tindakan yang kurang baik karena sedang bermasalah di keluarganya dan berdampak pada kinerja staf tersebut, yang tadinya punya semangat kerja yang baik mulai menurun, jarang apel pagi, memakai seragam seenaknya Pada situasi tersebut saya sebagai atasan punya kewajiban untuk melakukan pembinaan, pertama mengingatkan kepada pegawai tersebut supaya mengikuti apel pagi dan memakai seragam sesuai aturan, selanjutnya saya memanggil isteri dari pegawai yg bersangkutan digali apa yang menjadi permasalahan kurang harmonisnya keluarga, kemudian memanggil ke duanya untuk diberikan arahan dan solusinya supaya cepat mengambil jalan yang terbaik agar anak tidak menjadi korban dan pekerjaan yang menjadi tanggungjawabnya bisa dikerjakan sesuai yang ditargetkan serta memiliki semangat kerja lagi",3
"Integritas; Pada saat saya menjabat sebagai Camat Cipaku saya mengadakan kegiatan pengajian syukuran dengan mengundang tetangga dan sanak keluarga dirumah. ketika pengajian akan dimulai, saya mendapatkan informasi terjadinya bencana alam angin puting beliung di Desa Bangbayang Kecamatan Cipaku sehingga saya langsung meminta maaf kepada tamu undangan karena saya tidak dapat mengikuti kegiatan tersebut hingga selesai karena saya selaku camat harus berada pada lokasi bencana untuk segera mengambil keputusan dan koordinasi terkait evakuasi warga yang terkena dampak bencana. Jadi saya akan menghadapi dengan tenang dan saya akan memprioritaskan penyelesaian konflik kepentingan pekerjaan dengan mengidentifikasi permasalahan, mengdiagnosis permasalahan yang terjadi, memberikan solusi, pelaksaan solusi dan mengevaluasi solusi tersebut. Setelah menyelesaikan koflik pekerjaan selanjutnya adalah menyelesaikan konflik kepentingan pribadi.",2
"Integritas; Pernah, hal ini seperti masih banyak pegawai yang hanya duduk dan bercanda dalam ruangan serta ada juga pegawai yang selalu bermain Games dan facebook yang berakibat menumpuknya pekerjaan yang diberikan. Dalam menyikapinya saya menegur dan mengingatkan rekan kerja tersebut untuk menyelesaikan pekerjaan yang telah diberikan dengan cara yang halus agar tidak menyinggung perasaan orang tersebut.",2
"Integritas; Saya mendapat tugas sebagai Sekretaris Dinas Kesehatan Akhir Bulan Januari Tahun  2021, yang pada waktu itu sedang penanganan KLB covid 19 dengan berbagai kegiatan  yang menjadikan Dinas Kesehatan harus bekerja di kantor dan di lapangan  tidak ada  WFH , sekira bulan Juli ada kabar anak saya yg paling besar terkena covid 19 di  pesantren Sukahideung Singaparna, dengan kabar dari pengurus pesantren dan pihak  sekolah MAN 1 agar di jemput karena tempat isolasi di pesantren tidak ada dan UKS  sekolah tdk memungkinkan, karena ada karantina wilayah saya minta ijin ke PSC 119 dan  Satgas covid 19 untuk melakukan penjemputan, namun tdk di ijinkan, saran nya agar di  jemput ambulance saja, posisi ambulance cadangan di dinas kesehatan sedang stanby  dengan posisi penugasan lapangan.  Di saat yang sama saya sebagai koordinator POSKOPENGKETOK  posko pengendalian  ketersediaan oksigen  bagi RSUD, RS swasta, puskesmas dan isolasi terpusat kabupaten  dan kecamatan telah terjadi kekosongan oksigen di distributor wilayah, dengan  mengandalkan surat penugasan POSKOPENGKETOK tersebut saya berangkat sendiri  dengan mobil dinas ke pihak SAMATOR di tasikmalaya dan Aneka GAS di singaparna,  melalui loby loby tetap nihil hasilnya karena mereka punya distributor yang sedang mengalami peningkatan permintaan juga, kemudian saya kembali ke tasikmalaya di  produsen PANCA PRIMA sekitar isya saya melakukan loby loby akhirnya berhasil dengan  skema kerjasama bagi RSUD dan puskesmas, setelah itu melalui telepon saya  melaporkan ke pa.kadis kesehatan dan pak.sekda bahwa pengiriman oksigen akan  dilakukan mulai 2 hari ke depan, kemudian pa.sekda dengan alasan kemanusiaan segera  dilakukan rapat terbatas malam itu juga, namun saya menyampaikan agar dilaksanakan  besok pagi dengan alasan menjaga kondisi tubuh peserta rapat tersebut, demikian juga saya punya kesempatan bisa menjemput anak saya ke pesantren dengan berbekal 1 buah  tabung oksigen besar pinjaman PANCA PRIMA sebagai antisipasi pencegatan karantina wilayah  pos pencegatan sesuai PSC 119 sudah di rilis , akhirnya melalui 4 pos  pencegatan karantina wilayah di tasikmalaya dan singaparna saya bisa membawa anak  pulang dari sekolah tengah malam itu juga dengan harap harap cemas saya tertular covid 19 di mobil dinas.  Keesokan harinya dilaksanakan rapat terbatas, saya menyampaikan hasil koordinasi  sesuai dengan penugasan POSKOPENGKETOK, bahwa melihat situasi kondisi yang  tidak normal dalam penanganan covid 19  ketersediaan oksigen  agar smua pihak  dengan alasan kemanusiaan untuk membantu situasi yang sulit ini meskipun secara  aturan, administrasi dan kepatuhan azas penganggaran dinas kesehatan yang  bertanggung jawab, dijelaskan pula bahwa skema kerjasama yang saya ambil smalam  merupakan sebuah tindakan yang berawal dari alasan produsen PANCA PRIMA  menyampaikan  pemerintah Indonesia tidak akan bangkrut, akan saya bantu  maka  dengan segala konsekuensi yang saya ambil dan alasan kemanusiaan tersebut, maka  PANCA PRIMA membuat instalasi oksigen konsentrat ke esokan harinya dan  membangun instalasi gas medik  LIQUID  dalam waktu 1 bulan kedepan, dengan skema  kerjasama antara BLUD rsud dengan PANCA PRIMA.  Skema ini diterima oleh pa.sekda dan dilaporkan ke pak.bupati sebagai pemilik BLUD dan  disetujui oleh beliau. Setelah itu disusun oleh dinas kesehatan dan RSUD ciamis untuk  dibuat kerjasama nya dalam memenuhi persyaratan aturan administrasi penganggaran  nya.  ",3
"Integritas; Kejadian pertama terkait konsekuensi aturan finger print yang terkoneksi dengan TPP, apabila tidak ijin yang jelas akan berpengaruh terhadap penerimaan TPP, yang biasa nya  bisa diganti dengan surat penugasan mulai pertengahan Tahun 2022 sudah tidak  diberlakukan lagi karena pengendalian covid 19 dan vaksinasi di lapangan mulai  menurun, imbas nya mereka harus tetap disiplin dalam melakukan absensi tanpa  menurunkan gerak cepat ke lapangan.  Kejadian kedua terkait pemberlakukan PERMENPARB dalam reformasi birokrasi dan  penyederhanaan birokrasi, banyak yang di dinas kesehatan jabatan fungsional  memegang jabatan sebagai pengelola program dan jabatan pelaksana  rangkap jabatan ,  mereka harus melepaskan jabatan itu agar butir kegiatan jabatan fungsional  SKP   mereka tercapai, adapun tugas tambahan dalam SKP sifat nya hanya sementara, dalam  perjalanan nya menuai pro kontra, di akhir tahun 2022 mereka sudah harus menyusun  capaian kinerja jabatan fungsional, setelah dilakukan desk  evaluasi person to person  baru mereka menyadari banyak butir kegiatan yang tidak dilakukan, karena dasar SKP ini  sebagi bukti dalam hal apabila akan naik pangkat atau naik jenjang jabatan fungsional.  Kejadian ketiga terkait rencana kebutuhan  renbut  dan anjab ABK di puskesmas dan di  dinas kesehatan, para administratur  kabid  dan kepala puskesmas membuat anjab ABK  dan renbut berdasarkan kondisi pegawai yang ada, tanpa melihat cakupan pelayanan  yang dilaksanakan oleh dinas kesehatan dan puskesmas, yang akhirnya renbut dan anjab  ABK dinas kesehatan dan puskesmas dilakukan desk terhadap masing masing kabid dan  kepala puskesmas. Hal ini dilakukan agar butir kegiatan dan SKP yang dimiliki para  pemilik jabatan fungsional dapat dilakukan secara optimal proporsional dan sesuai  dengan apa yang dikerjakan.  ",3
